siteID,scientificName,phenoPhase,year,est_01,est_05,est_50,est_95,est_99
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Breaking leaf buds,2017,70.2908972743254,90.2255817756204,134.949713374562,169.269914295277,180.841965774899
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Colored leaves,2017,186.92,215.89,271.1179,308.2184,319.7746
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Falling leaves,2017,189.38526940567,218.513062260215,274.018300739613,311.101600457365,323.109816625962
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Leaves,2017,53.0460258944475,85.5925290427082,184.128925476595,282.910375089104,320.736561078658
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Breaking leaf buds,2018,76.4749431324733,93.7480129692365,130.000501298966,156.137740826861,164.809977559747
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Leaves,2018,57.7280173930491,92.2449888949087,194.567172925154,296.376421692714,334.366197364527
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Breaking leaf buds,2019,26.6377475848408,48.4506335376924,125.147117551691,213.527193764214,249.579545282972
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Colored leaves,2019,201.700248480611,228.66277828039,279.088366168989,312.308205622755,322.767002958787
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Falling leaves,2019,205.310083791598,231.69646046441,281.115403116349,313.254778832956,323.384913976847
ABBY,Corylus cornuta Marshall var. californica (A. DC.) Sharp,Leaves,2019,61.1511746117114,97.2927947424116,203.977006488798,309.334579817555,349.311703499155
ABBY,Gaultheria shallon Pursh,Breaking leaf buds,2017,107.493140007199,121.670891714159,148.678126117959,166.302073654609,171.916003927695
ABBY,Gaultheria shallon Pursh,Breaking leaf buds,2018,106.601404030935,120.613481980046,146.456391343528,163.330201209854,168.383788546497
ABBY,Gaultheria shallon Pursh,Breaking leaf buds,2019,124.339222055379,133.942959115246,150.798333158612,161.214955696949,164.320033433069
ABBY,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,Breaking needle buds,2017,109.279077696785,122.922865345013,148.50634882591,165.163283907467,170.262943548037
ABBY,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,Breaking needle buds,2018,102.990046242303,116.927205600825,142.922914546168,160.118900983131,165.477708369882
ABBY,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,Breaking needle buds,2019,109.02613180056,121.112270981017,143.37839538453,157.618830434051,162.11159613163
DSNY,Andropogon virginicus L,Initial growth,2015,18.8409269951808,34.3605119589508,89.8573983541464,154.029452082331,180.381246542012
DSNY,Andropogon virginicus L,Leaves,2015,20.7371919077315,47.4343161310382,177.387181644227,372.258563903012,462.673594631306
DSNY,Andropogon virginicus L,Initial growth,2016,29.6406696515407,53.1010770136658,137.459223027096,233.456000333914,273.01843712303
DSNY,Andropogon virginicus L,Leaves,2016,20.3120915310693,45.9805166317123,170.274778930819,355.353691561725,440.126336519205
DSNY,Andropogon virginicus L,Initial growth,2017,27.9021189884657,52.0224722469148,140.50479283586,244.477373597947,287.503056904854
DSNY,Andropogon virginicus L,Leaves,2017,42.7315372632694,79.0023941267365,209.830969593017,363.411192697449,426.268889073574
DSNY,Andropogon virginicus L,Initial growth,2018,6.5495333808123,15.6103377103378,62.4747002716034,134.397015624301,169.220724641294
DSNY,Andropogon virginicus L,Leaves,2018,8.92728282062735,25.9225846679691,143.297422291563,373.6271579931,494.972949237415
DSNY,Andropogon virginicus L,Initial growth,2019,33.8199119246598,49.0017191192608,88.5632586714839,123.429947404103,135.611969751042
DSNY,Andropogon virginicus L,Leaves,2019,7.047,17.85,79.35857,182.6129,233.7286
DSNY,Aristida beyrichiana Trin. & Rupr.,Initial growth,2015,22.8649599378878,39.254967067641,92.6950197968477,150.32498377998,173.596522585599
DSNY,Aristida beyrichiana Trin. & Rupr.,Leaves,2015,19.6480907977417,45.7654935020989,174.174742197519,370.217775261818,461.763540459212
DSNY,Aristida beyrichiana Trin. & Rupr.,Initial growth,2016,52.9793224564224,80.3437012979702,156.504955449356,227.367768481543,253.237853108182
DSNY,Aristida beyrichiana Trin. & Rupr.,Leaves,2016,19.8226390697374,45.3057908450406,169.723337552027,356.278260310544,442.665195008559
DSNY,Aristida beyrichiana Trin. & Rupr.,Leaves,2017,42.946907322604,78.9876201651745,208.657154062022,360.297075672014,421.849426517006
DSNY,Aristida beyrichiana Trin. & Rupr.,Initial growth,2018,10.0751822705356,20.8849609378263,67.3740984994684,129.421335745204,156.443275290459
DSNY,Aristida beyrichiana Trin. & Rupr.,Leaves,2018,8.91358743650157,25.9852083765657,144.209229103275,376.558187810251,498.179299895901
DSNY,Aristida beyrichiana Trin. & Rupr.,Initial growth,2019,49.1764870020751,64.0276246935294,97.238089751952,122.894923973779,131.663590370657
DSNY,Aristida beyrichiana Trin. & Rupr.,Leaves,2019,6.62917126748953,17.0614001578511,78.369538843154,184.475355838951,236.049217123273
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Initial growth,2015,30.2696855359272,51.3222724584789,117.059376409202,186.022788148548,212.028640337233
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Leaves,2015,24.470766581007,53.5248453066562,186.217708941916,375.250098471164,459.649651924311
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Initial growth,2016,82.0606721020764,106.251559297056,160.222237840954,202.007395842145,215.876911480983
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Leaves,2016,59.0094260745693,98.2069011333778,222.859706326205,352.778217224535,403.494371260406
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Leaves,2017,78.7539556355017,122.672126624142,249.178575266213,371.741682299381,417.912355156575
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Leaves,2018,33.3605595456155,67.8530606982572,210.917011577052,399.204082727644,480.281807385333
DSNY,Euthamia caroliniana (L.) Greene ex Porter & Britton,Leaves,2019,1.73217066681601,6.7889530032852,56.0971852531803,184.505062947347,261.039361642309
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2015,84.9987901342943,122.497961995854,218.554796736621,303.520373959191,333.385621513085
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2015,267.135422623508,282.567288496223,309.08079503407,324.63805270346,329.576338688017
ONAQ,Artemisia tridentata Nutt.,Leaves,2015,83.160930202432,121.398231050819,218.835163532006,305.380220202234,335.052712402697
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2016,39.9925923656149,62.3461076520063,126.829827644798,189.236676155872,211.897151999764
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2016,40.8749506230002,63.4221159420091,127.248228308481,187.615426532817,210.742882807281
ONAQ,Artemisia tridentata Nutt.,Leaves,2016,34.101888980478,55.5512888127186,120.266140506431,186.223669703359,211.903835261047
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2017,28.8317496743348,59.1287477364545,184.515766241389,349.457239804647,419.865234131339
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2017,29.8378260512281,60.2922356648085,184.033387602337,345.796599502341,415.532765932107
ONAQ,Artemisia tridentata Nutt.,Leaves,2017,29.9651724236176,60.4186776600026,184.868908641996,346.828009804514,416.603419859727
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2018,11.7883494331643,29.7720089592275,129.830246938729,296.740741079464,376.830074704769
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2018,11.86347,29.87,129.98,297.4915,377.8944
ONAQ,Artemisia tridentata Nutt.,Leaves,2018,11.7775689699867,29.7341978189646,129.561138886416,296.736098117939,377.323382312891
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2019,38.6846881382939,70.4045208602755,182.85182704648,312.457470580524,364.648800004955
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2019,38.4564769787356,69.9947651971409,182.881972640907,313.077453827492,366.21031330665
ONAQ,Artemisia tridentata Nutt.,Leaves,2019,38.1201872617688,69.6651230690325,182.109799414865,311.954526095737,365.589662700302
ONAQ,Artemisia tridentata Nutt.,Colored leaves,2020,34.9561855796527,43.4799730301156,61.8125338624354,75.1988807193025,79.7076328941843
ONAQ,Artemisia tridentata Nutt.,Falling leaves,2020,35.1266495738273,43.6074955644533,61.9136555495219,75.4526616516914,79.7037794038837
ONAQ,Artemisia tridentata Nutt.,Leaves,2020,34.897287112549,43.5568327932234,61.8481654825439,75.3475797625493,79.6925804038659
ONAQ,Bromus tectorum L.,Initial growth,2015,152.116965028001,190.54786336822,275.982577827449,337.989114522207,359.071155431667
ONAQ,Bromus tectorum L.,Leaves,2015,94.1624898445263,135.952191015033,241.568326861922,333.178083619535,364.820001261722
ONAQ,Bromus tectorum L.,Initial growth,2016,65.5121820439904,79.6439928235945,109.139437887946,130.238019439061,137.245519617168
ONAQ,Bromus tectorum L.,Leaves,2016,52.556877829107,68.7005596028659,106.246978636476,135.547151037824,145.555595680331
ONAQ,Bromus tectorum L.,Initial growth,2017,6.11209992482936,17.4416123811814,91.4183140739054,232.093416669344,305.508562416211
ONAQ,Bromus tectorum L.,Leaves,2017,11.782281295797,29.7878230127411,128.381987033655,292.918562343551,372.839507735875
ONAQ,Bromus tectorum L.,Initial growth,2018,4.18215518992185,14.4072112316948,98.219161242444,290.080145415475,397.654693661498
ONAQ,Bromus tectorum L.,Leaves,2018,12.5215637358774,27.6715618644894,98.1721975361807,199.991477324089,246.343552215105
ONAQ,Bromus tectorum L.,Initial growth,2019,29.9443389034842,45.6412602599403,88.5240028563381,127.946791392951,143.351735966021
ONAQ,Bromus tectorum L.,Leaves,2019,54.3238698912808,75.21366171898,126.242159902572,168.82606696229,183.865949107283
ONAQ,Bromus tectorum L.,Leaves,2020,42.3202049448844,50.522138964472,66.6468212258531,77.9729022448064,81.7632773482741
ONAQ,Ceratocephala testiculata (Crantz) Roth,Initial growth,2016,85.861883279434,90.6792739108741,99.2087981270845,104.328603723418,105.870816312449
ONAQ,Ceratocephala testiculata (Crantz) Roth,Leaves,2016,58.6201971049026,73.1525913319507,104.278237800428,127.294033050815,134.845639976148
ONAQ,Ceratocephala testiculata (Crantz) Roth,Initial growth,2017,30.4780981322457,41.4854125754817,67.3542910582945,88.116940505162,95.4970935464136
ONAQ,Ceratocephala testiculata (Crantz) Roth,Leaves,2017,41.8518297793626,57.5438449717737,95.7059322681983,127.336021981651,138.393214375302
ONAQ,Ceratocephala testiculata (Crantz) Roth,Initial growth,2018,23.5631128638029,35.7102241823252,69.1829686551701,100.406964005089,111.913021602389
ONAQ,Ceratocephala testiculata (Crantz) Roth,Leaves,2018,51.690243099058,65.1117497824945,94.1447042478353,115.773744721835,122.965998687269
ONAQ,Ceratocephala testiculata (Crantz) Roth,Initial growth,2019,56.4285222086497,65.9623270912763,84.8213423906576,97.5585931880512,101.759357694435
ONAQ,Ceratocephala testiculata (Crantz) Roth,Leaves,2019,60.1255096411803,75.4358876293845,108.760394819795,133.491757462047,141.831132882341
ONAQ,Ceratocephala testiculata (Crantz) Roth,Initial growth,2020,34.836859190283,43.3198133342761,61.2769455139873,74.5580068703846,78.6147524173205
ONAQ,Ceratocephala testiculata (Crantz) Roth,Leaves,2020,40.3101982875339,48.6436255874344,65.5494322678565,77.4765822223796,81.1901314260655
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2014,16.4580647149491,40.4645573170825,168.605946470435,376.231253975984,475.649472551905
OSBS,Aristida beyrichiana Trin. & Rupr.,Initial growth,2015,31.7028035656799,49.3955327271097,101.2041845055,151.483559207043,170.274406722848
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2015,13.3050647421333,34.7012515284685,159.63898044159,376.270156257719,484.551976051256
OSBS,Aristida beyrichiana Trin. & Rupr.,Initial growth,2016,21.226613015599,43.3898723774696,139.204447982439,267.109175849611,323.215679663314
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2016,18.4891065750671,44.17775598798,175.491660926733,382.152821875794,479.060367189774
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2017,35.8014258714926,69.8908759495035,202.271676529967,366.807410136025,436.600608412716
OSBS,Aristida beyrichiana Trin. & Rupr.,Initial growth,2018,13.4755438850699,33.1364343234778,131.029263014799,285.42322886127,358.529517272321
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2018,9.21095026149053,27.0814719753532,150.776488995893,395.220101387958,524.79676098612
OSBS,Aristida beyrichiana Trin. & Rupr.,Initial growth,2019,26.0041084800981,41.068161851794,84.1472201166192,126.176403194469,141.409437212287
OSBS,Aristida beyrichiana Trin. & Rupr.,Leaves,2019,4.52798583025822,12.1069652387223,57.7347467753109,138.793194666759,179.054852718567
OSBS,Pinus palustris Mill.,Emerging needles,2014,32.7541574638783,56.8379944328403,138.175704412428,226.77300822359,262.273784722486
OSBS,Pinus palustris Mill.,Emerging needles,2015,30.3871800897807,51.6369083760016,119.434647243369,191.624052530451,220.039317444907
OSBS,Pinus palustris Mill.,Emerging needles,2016,22.460849161176,44.8951794612866,132.53713252784,243.176009037269,290.943208518482
OSBS,Pinus palustris Mill.,Emerging needles,2017,40.8583122889633,60.4391667213695,112.615417772206,159.603094205065,177.24224859509
OSBS,Pinus palustris Mill.,Emerging needles,2018,35.5018437060573,55.5403669272258,112.505495936746,167.046943352474,187.559075100866
OSBS,Pinus palustris Mill.,Emerging needles,2019,58.83859636091,71.4121249581085,97.2392914799225,115.528251889466,121.28334910857
OSBS,Quercus laevis Walter,Breaking leaf buds,2014,9.09552836501697,21.3533764568434,81.2275841578723,172.884779130051,215.111963725245
OSBS,Quercus laevis Walter,Colored leaves,2014,3.19392931845547,13.9970061646469,148.558860131169,554.021402282243,815.188470595553
OSBS,Quercus laevis Walter,Falling leaves,2014,NaN,NaN,NaN,NaN,NaN
OSBS,Quercus laevis Walter,Leaves,2014,10.4601398113041,29.8183709229099,159.296378288921,408.395413388657,537.480609279652
OSBS,Quercus laevis Walter,Breaking leaf buds,2015,17.4740866492166,32.9775246299924,90.1716385728072,158.572002892657,185.88436576977
OSBS,Quercus laevis Walter,Colored leaves,2015,5.1270491251802,19.2177118021166,156.319000121862,508.013790491126,716.575357904502
OSBS,Quercus laevis Walter,Falling leaves,2015,2.92006693423228,13.0874384911266,142.787219744653,543.354296635103,804.376973500968
OSBS,Quercus laevis Walter,Leaves,2015,16.7699627266912,41.0352788860311,171.744787299912,383.978028678981,485.798660892965
OSBS,Quercus laevis Walter,Breaking leaf buds,2016,10.0461687808983,23.7074626797226,90.5688107314263,192.994574367089,240.504331058627
OSBS,Quercus laevis Walter,Colored leaves,2016,0.927928034567667,4.98034344138371,70.6882069723601,309.634042275591,476.648477313245
OSBS,Quercus laevis Walter,Falling leaves,2016,1.43421059810322,7.25310194041221,96.1601227535043,405.137542936625,617.239833155005
OSBS,Quercus laevis Walter,Leaves,2016,20.5476971223446,47.3365255188613,179.224036189978,379.103095883571,471.902585931721
OSBS,Quercus laevis Walter,Breaking leaf buds,2017,10.7111858823981,22.6879723430186,73.5189966880988,142.151239222446,170.207832034654
OSBS,Quercus laevis Walter,Colored leaves,2017,62.3336651658818,108.049366977044,258.633010980993,422.136669925368,487.332767681905
OSBS,Quercus laevis Walter,Falling leaves,2017,46.4006033780566,88.5035218319311,248.860581986809,444.846363540842,526.25520679176
OSBS,Quercus laevis Walter,Leaves,2017,37.6262084621913,71.7718750840083,202.731801963281,363.030497574438,430.446708845121
OSBS,Quercus laevis Walter,Breaking leaf buds,2018,35.0920961220846,45.9406940254474,70.6402038454465,89.7498689465332,96.5365517920142
OSBS,Quercus laevis Walter,Colored leaves,2018,4.58181392123125,18.6309060234891,172.678618466928,602.642290304704,867.728661760343
OSBS,Quercus laevis Walter,Falling leaves,2018,1.40091066875549,7.73780984179596,118.734575508762,545.135032253515,854.484847740071
OSBS,Quercus laevis Walter,Leaves,2018,13.9841606393754,36.3062091728313,165.917613435807,389.267053754943,499.780496636136
OSBS,Quercus laevis Walter,Breaking leaf buds,2019,28.3048837825528,41.8812533889516,78.2322382702515,111.198963884037,122.945971038121
OSBS,Quercus laevis Walter,Falling leaves,2019,6.84793361360681,13.8475206410855,42.2282263051093,79.404457602464,95.5250013819322
OSBS,Quercus laevis Walter,Leaves,2019,6.84828852469838,16.5211329506726,67.8227767008194,150.029739264848,188.854510337684
HARV,Acer rubrum L.,Breaking leaf buds,2014,114.3455717,120.2298229,130.2374999,136.2643443,138.1605249
HARV,Acer rubrum L.,Breaking leaf buds,2015,103.5538309,111.8372058,126.4806721,135.5351736,138.3595473
HARV,Acer rubrum L.,Breaking leaf buds,2016,98.08338965,107.7305603,125.1914918,136.1931887,139.603248
HARV,Acer rubrum L.,Breaking leaf buds,2017,95.02064234,105.2495036,123.9262116,135.913806,139.5841414
HARV,Acer rubrum L.,Breaking leaf buds,2018,104.6931826,112.8396471,127.0765658,136.0196325,138.6686273
HARV,Acer rubrum L.,Breaking leaf buds,2019,96.77769066,106.7714161,124.7667731,136.1434959,139.6865437
HARV,Acer rubrum L.,Colored leaves,2014,202.696714,225.3682176,266.5357221,293.0230173,301.2728295
HARV,Acer rubrum L.,Colored leaves,2015,193.2535036,218.0504929,265.1200136,295.9402189,305.4441156
HARV,Acer rubrum L.,Colored leaves,2016,173.4111559,204.2988743,265.0538368,307.0057098,320.5555344
HARV,Acer rubrum L.,Colored leaves,2017,161.7320167,191.4797502,250.1406076,290.8146034,303.9571979
HARV,Acer rubrum L.,Colored leaves,2018,189.3650249,215.8818941,265.8517844,298.9723785,309.1842451
HARV,Acer rubrum L.,Colored leaves,2019,206.2282419,227.9042386,266.9249012,291.7555876,299.4952194
HARV,Acer rubrum L.,Falling leaves,2014,229.6723504,248.0060781,280.0484085,299.9656678,305.9722654
HARV,Acer rubrum L.,Falling leaves,2015,246.4729023,262.6315662,291.2123164,308.653208,314.0505916
HARV,Acer rubrum L.,Falling leaves,2016,237.8546149,257.8613028,292.8940679,314.6669559,321.0271512
HARV,Acer rubrum L.,Falling leaves,2017,156.4603224,186.2532437,246.6724548,288.9371083,302.576333
HARV,Acer rubrum L.,Falling leaves,2018,251.6502672,265.5045275,289.4878107,304.0510247,307.9729388
HARV,Acer rubrum L.,Falling leaves,2019,243.3452683,257.7884979,282.4478593,297.4477079,301.9748516
HARV,Acer rubrum L.,Leaves,2014,133.5475889,167.6415193,240.9111742,295.4924147,313.0825668
HARV,Acer rubrum L.,Leaves,2015,77.43003272,114.6154553,215.5171853,307.2809921,340.6180654
HARV,Acer rubrum L.,Leaves,2016,68.31046568,104.2419372,203.1013918,295.8893563,330.0712664
HARV,Acer rubrum L.,Leaves,2017,92.47331142,128.1526263,216.6680312,290.659479,316.3483349
HARV,Acer rubrum L.,Leaves,2018,95.55009897,132.4709189,222.7827753,298.7135286,325.276344
HARV,Acer rubrum L.,Leaves,2019,86.38088654,123.4098378,217.3434152,298.8563546,327.8779215
HARV,Aralia nudicaulis L.,Initial growth,2014,85.74493412,99.96077016,127.7486697,146.7611278,152.8509091
HARV,Aralia nudicaulis L.,Initial growth,2015,101.2468795,110.1377232,126.2093382,136.2775705,139.4376494
HARV,Aralia nudicaulis L.,Initial growth,2016,105.3942174,112.7195611,125.4107383,133.1153826,135.5054648
HARV,Aralia nudicaulis L.,Initial growth,2017,51.0033054,71.18151525,120.3649127,161.6526132,176.2699538
HARV,Aralia nudicaulis L.,Initial growth,2018,97.46453799,108.1450317,127.0988862,139.3547101,143.2144839
HARV,Aralia nudicaulis L.,Initial growth,2019,87.41293617,99.79741941,123.3609515,138.9777155,143.8827033
HARV,Aralia nudicaulis L.,Leaves,2014,95.96880568,130.8719784,214.4490926,283.3225943,306.4247178
HARV,Aralia nudicaulis L.,Leaves,2015,71.28026398,106.1632417,200.16066,285.9002665,317.3970087
HARV,Aralia nudicaulis L.,Leaves,2016,86.56657958,120.1234551,202.4720276,271.3467379,295.7106938
HARV,Aralia nudicaulis L.,Leaves,2017,105.0823605,138.3767443,215.028014,275.4211982,296.1756764
HARV,Aralia nudicaulis L.,Leaves,2018,106.4746146,141.2421487,221.1446919,284.4467506,305.643338
HARV,Aralia nudicaulis L.,Leaves,2019,99.24923363,133.8532264,216.6173431,283.9790482,306.5081405
HARV,Quercus rubra L.,Breaking leaf buds,2014,117.3402175,122.3254176,130.5299272,135.4370362,136.9385298
HARV,Quercus rubra L.,Breaking leaf buds,2015,119.6775979,122.047215,125.7315807,127.9224137,128.4098971
HARV,Quercus rubra L.,Breaking leaf buds,2016,99.54764737,108.6096671,124.85024,135.0544629,138.2051857
HARV,Quercus rubra L.,Breaking leaf buds,2017,104.2803788,112.4100104,126.731623,135.5872149,138.366417
HARV,Quercus rubra L.,Breaking leaf buds,2018,109.7939264,116.5210113,127.9116672,134.8371108,136.9901486
HARV,Quercus rubra L.,Breaking leaf buds,2019,108.6825608,115.3137938,126.5934223,133.3925508,135.5089468
HARV,Quercus rubra L.,Falling leaves,2014,240.8382021,259.6352046,293.2230253,313.982109,319.9434493
HARV,Quercus rubra L.,Falling leaves,2015,254.8711388,272.675743,302.6767353,320.9970976,326.5561076
HARV,Quercus rubra L.,Falling leaves,2016,261.5000371,277.9661273,306.2980889,323.7506864,328.7518313
HARV,Quercus rubra L.,Falling leaves,2017,165.1946766,197.2175013,261.6733218,306.8215122,321.354674
HARV,Quercus rubra L.,Falling leaves,2018,250.8283021,267.1519803,295.1959834,312.3353178,317.6141882
HARV,Quercus rubra L.,Falling leaves,2019,234.9890988,252.0370345,282.325577,300.8127612,306.434331
HARV,Quercus rubra L.,Colored leaves,2014,206.941426,232.2547259,278.3701462,308.3687363,317.6957134
HARV,Quercus rubra L.,Colored leaves,2015,203.4506592,230.0468617,279.6873931,312.141338,322.3763269
HARV,Quercus rubra L.,Colored leaves,2016,230.4304442,253.5908009,295.4567094,321.8633328,330.1561968
HARV,Quercus rubra L.,Colored leaves,2017,147.6453345,182.3747699,255.7990206,309.5104717,327.3612888
HARV,Quercus rubra L.,Colored leaves,2018,191.3324522,219.3966637,272.9534933,308.8075352,319.5269423
HARV,Quercus rubra L.,Colored leaves,2019,217.092095,237.9913747,275.17466,298.5441922,305.8294917
HARV,Quercus rubra L.,Leaves,2014,130.9598315,166.9741048,246.6753473,307.1133643,326.6797501
HARV,Quercus rubra L.,Leaves,2015,76.95770592,115.5211518,220.1884208,316.153553,351.3285706
HARV,Quercus rubra L.,Leaves,2016,72.43526664,110.4921335,216.2778888,315.2764963,351.5554054
HARV,Quercus rubra L.,Leaves,2017,92.92777807,130.6154303,224.8527476,305.2599111,332.9712042
HARV,Quercus rubra L.,Leaves,2018,94.21148733,131.8965171,226.541419,306.86782,334.9228026
HARV,Quercus rubra L.,Leaves,2019,91.86457628,128.9054127,222.6033073,302.1723208,330.1805593
